CustomerID_flag,Total_Invoices,Total_Spent,Last_Purchase_Date,InvoiceNo,Reference_Date,Order,Recency,R_Score,Frequency,F_Score,Monetary,M_Score,Segment,RFM
Customers,1,1827.91,16-12-2010 09:45,539088,10-12-2011 12:50,24,359,1,24,4,1827.91,2,Others,142
Customers,1,186,16-12-2010 09:46,539089,10-12-2011 12:50,12,359,1,12,3,186,1,Others,131
Customers,1,2.95,16-12-2010 09:48,C539090,10-12-2011 12:50,1,359,1,1,1,2.95,1,Lost Customers,111
Customers,1,163.8,16-12-2010 09:52,539091,10-12-2011 12:50,5,359,1,5,2,163.8,1,Lost Customers,121
Customers,1,527.04,16-12-2010 10:08,539092,10-12-2011 12:50,6,359,1,6,2,527.04,2,Lost Customers,122
Customers,1,196.6,16-12-2010 10:10,539093,10-12-2011 12:50,2,359,1,2,1,196.6,1,Lost Customers,111
Customers,1,157.35,16-12-2010 10:12,539094,10-12-2011 12:50,7,359,1,7,2,157.35,1,Lost Customers,121
Customers,1,300.46,16-12-2010 10:18,539095,10-12-2011 12:50,15,359,1,15,3,300.46,1,Others,131
Customers,1,313.2,16-12-2010 10:19,539096,10-12-2011 12:50,1,359,1,1,1,313.2,1,Lost Customers,111
Customers,1,395.16,16-12-2010 10:28,539098,10-12-2011 12:50,19,359,1,19,3,395.16,1,Others,131
Customers,1,11.55,16-12-2010 10:28,C539097,10-12-2011 12:50,1,359,1,1,1,11.55,1,Lost Customers,111
Customers,1,403.61,16-12-2010 10:30,539099,10-12-2011 12:50,29,359,1,29,4,403.61,1,Others,141
Customers,1,5.9,16-12-2010 10:30,C539100,10-12-2011 12:50,1,359,1,1,1,5.9,1,Lost Customers,111
Customers,1,6930,16-12-2010 10:35,539101,10-12-2011 12:50,11,359,1,11,3,6930,4,Others,134
Customers,1,1431.6,16-12-2010 10:37,539102,10-12-2011 12:50,5,359,1,5,2,1431.6,2,Lost Customers,122
Customers,1,933.32,16-12-2010 10:38,539103,10-12-2011 12:50,18,359,1,18,3,933.32,2,Others,132
Customers,1,4.95,16-12-2010 10:38,C539104,10-12-2011 12:50,1,359,1,1,1,4.95,1,Lost Customers,111
Customers,1,212.33,16-12-2010 10:43,539105,10-12-2011 12:50,8,359,1,8,2,212.33,1,Lost Customers,121
Customers,1,920.52,16-12-2010 10:51,539106,10-12-2011 12:50,12,359,1,12,3,920.52,2,Others,132
Customers,1,211.2,16-12-2010 10:52,539107,10-12-2011 12:50,3,359,1,3,1,211.2,1,Lost Customers,111
Customers,1,204,16-12-2010 11:03,539108,10-12-2011 12:50,1,359,1,1,1,204,1,Lost Customers,111
Customers,1,1491,16-12-2010 11:07,539109,10-12-2011 12:50,2,359,1,2,1,1491,2,Lost Customers,112
Customers,1,4.95,16-12-2010 11:10,C539110,10-12-2011 12:50,1,359,1,1,1,4.95,1,Lost Customers,111
Customers,1,217.2,16-12-2010 11:11,539111,10-12-2011 12:50,8,359,1,8,2,217.2,1,Lost Customers,121
Customers,1,328.77,16-12-2010 11:15,539112,10-12-2011 12:50,19,359,1,19,3,328.77,1,Others,131
Customers,1,4.95,16-12-2010 11:24,539113,10-12-2011 12:50,1,359,1,1,1,4.95,1,Lost Customers,111
Customers,1,8.85,16-12-2010 11:24,C539114,10-12-2011 12:50,1,359,1,1,1,8.85,1,Lost Customers,111
Customers,1,270.19,16-12-2010 11:27,539118,10-12-2011 12:50,22,359,1,22,4,270.19,1,Others,141
Customers,1,164.6,16-12-2010 11:35,539142,10-12-2011 12:50,8,359,1,8,2,164.6,1,Lost Customers,121
Customers,1,46.45,16-12-2010 11:35,539143,10-12-2011 12:50,3,359,1,3,1,46.45,1,Lost Customers,111
Customers,1,889.32,16-12-2010 11:36,539144,10-12-2011 12:50,3,359,1,3,1,889.32,2,Lost Customers,112
Customers,1,311.64,16-12-2010 11:43,539160,10-12-2011 12:50,11,359,1,11,3,311.64,1,Others,131
Customers,1,135.44,16-12-2010 11:51,539181,10-12-2011 12:50,31,359,1,31,5,135.44,1,Others,151
Customers,1,216.34,16-12-2010 11:53,539185,10-12-2011 12:50,39,359,1,39,5,216.34,1,Others,151
Customers,1,3.9,16-12-2010 11:59,C539191,10-12-2011 12:50,1,359,1,1,1,3.9,1,Lost Customers,111
Customers,1,42.5,16-12-2010 12:05,C539195,10-12-2011 12:50,1,359,1,1,1,42.5,1,Lost Customers,111
Customers,1,750.64,16-12-2010 12:09,539196,10-12-2011 12:50,35,359,1,35,5,750.64,2,Others,152
Customers,1,322.01,16-12-2010 12:11,539201,10-12-2011 12:50,13,359,1,13,3,322.01,1,Others,131
Customers,1,430.28,16-12-2010 12:15,539211,10-12-2011 12:50,30,359,1,30,5,430.28,1,Others,151
Customers,1,298.25,16-12-2010 12:20,539212,10-12-2011 12:50,16,359,1,16,3,298.25,1,Others,131
Customers,1,150.06,16-12-2010 12:23,539213,10-12-2011 12:50,14,359,1,14,3,150.06,1,Others,131
Customers,1,141.3,16-12-2010 12:31,539214,10-12-2011 12:50,13,359,1,13,3,141.3,1,Others,131
Customers,1,210.75,16-12-2010 12:42,539215,10-12-2011 12:50,37,359,1,37,5,210.75,1,Others,151
Customers,1,16.15,16-12-2010 12:42,539216,10-12-2011 12:50,2,359,1,2,1,16.15,1,Lost Customers,111
Customers,1,587.66,16-12-2010 12:46,539217,10-12-2011 12:50,24,359,1,24,4,587.66,2,Others,142
Customers,1,3.75,16-12-2010 12:48,539218,10-12-2011 12:50,1,359,1,1,1,3.75,1,Lost Customers,111
Customers,1,114,16-12-2010 12:55,539219,10-12-2011 12:50,4,359,1,4,1,114,1,Lost Customers,111
Customers,1,220.5,16-12-2010 12:56,C539221,10-12-2011 12:50,5,359,1,5,2,220.5,1,Lost Customers,121
Customers,1,305.7,16-12-2010 13:00,539222,10-12-2011 12:50,16,359,1,16,3,305.7,1,Others,131
Customers,1,175,16-12-2010 13:01,C539224,10-12-2011 12:50,1,359,1,1,1,175,1,Lost Customers,111
Customers,1,1491.46,16-12-2010 13:02,539225,10-12-2011 12:50,61,359,1,61,5,1491.46,2,Others,152
Customers,1,147.75,16-12-2010 13:05,539226,10-12-2011 12:50,6,359,1,6,2,147.75,1,Lost Customers,121
Customers,1,843.78,16-12-2010 13:15,539240,10-12-2011 12:50,44,359,1,44,5,843.78,2,Others,152
Customers,1,172.2,16-12-2010 13:21,539243,10-12-2011 12:50,28,359,1,28,4,172.2,1,Others,141
Customers,1,2.1,16-12-2010 13:24,C539244,10-12-2011 12:50,1,359,1,1,1,2.1,1,Lost Customers,111
Customers,1,104.48,16-12-2010 13:33,539246,10-12-2011 12:50,19,359,1,19,3,104.48,1,Others,131
Customers,1,228.5,16-12-2010 13:33,539247,10-12-2011 12:50,16,359,1,16,3,228.5,1,Others,131
Customers,1,133.56,16-12-2010 13:33,539248,10-12-2011 12:50,7,359,1,7,2,133.56,1,Lost Customers,121
Customers,1,314.1,16-12-2010 13:43,539249,10-12-2011 12:50,15,359,1,15,3,314.1,1,Others,131
Customers,1,1085.46,16-12-2010 13:44,539250,10-12-2011 12:50,54,359,1,54,5,1085.46,2,Others,152
Customers,1,25.8,16-12-2010 14:15,C539251,10-12-2011 12:50,2,359,1,2,1,25.8,1,Lost Customers,111
Customers,1,377.52,16-12-2010 14:17,539252,10-12-2011 12:50,19,359,1,19,3,377.52,1,Others,131
Customers,1,109.5,16-12-2010 14:19,C539253,10-12-2011 12:50,1,359,1,1,1,109.5,1,Lost Customers,111
Customers,1,243.12,16-12-2010 14:25,539254,10-12-2011 12:50,7,359,1,7,2,243.12,1,Lost Customers,121
Customers,1,308.22,16-12-2010 14:26,539255,10-12-2011 12:50,20,359,1,20,4,308.22,1,Others,141
Customers,1,468.07,16-12-2010 14:27,539256,10-12-2011 12:50,28,359,1,28,4,468.07,1,Others,141
Customers,1,1722.9,16-12-2010 14:29,539257,10-12-2011 12:50,6,359,1,6,2,1722.9,2,Lost Customers,122
Customers,1,21.9,16-12-2010 14:30,C539258,10-12-2011 12:50,1,359,1,1,1,21.9,1,Lost Customers,111
Customers,1,301.44,16-12-2010 14:32,539259,10-12-2011 12:50,19,359,1,19,3,301.44,1,Others,131
Customers,1,76.65,16-12-2010 14:32,C539260,10-12-2011 12:50,1,359,1,1,1,76.65,1,Lost Customers,111
Customers,1,424.49,16-12-2010 14:34,539261,10-12-2011 12:50,31,359,1,31,5,424.49,1,Others,151
Customers,1,351.3,16-12-2010 14:35,539262,10-12-2011 12:50,25,359,1,25,4,351.3,1,Others,141
Customers,1,355.0993651,16-12-2010 14:36,539263,10-12-2011 12:50,21,359,1,21,4,355.1,1,Others,141
Customers,1,310.48,16-12-2010 15:02,539264,10-12-2011 12:50,12,359,1,12,3,310.48,1,Others,131
Customers,1,131.3,16-12-2010 15:07,539266,10-12-2011 12:50,7,359,1,7,2,131.3,1,Lost Customers,121
Customers,1,253.5,16-12-2010 15:23,539267,10-12-2011 12:50,9,359,1,9,2,253.5,1,Lost Customers,121
Customers,1,29.7,16-12-2010 15:24,539268,10-12-2011 12:50,2,359,1,2,1,29.7,1,Lost Customers,111
Customers,1,46.85,16-12-2010 15:27,539269,10-12-2011 12:50,3,359,1,3,1,46.85,1,Lost Customers,111
Customers,1,14.5,16-12-2010 15:27,C539270,10-12-2011 12:50,2,359,1,2,1,14.5,1,Lost Customers,111
Customers,1,10.95,16-12-2010 15:28,C539271,10-12-2011 12:50,1,359,1,1,1,10.95,1,Lost Customers,111
Customers,1,97.24,16-12-2010 15:29,539272,10-12-2011 12:50,4,359,1,4,1,97.24,1,Lost Customers,111
Customers,1,14,16-12-2010 15:30,C539273,10-12-2011 12:50,2,359,1,2,1,14,1,Lost Customers,111
Customers,1,8.5,16-12-2010 15:31,C539274,10-12-2011 12:50,1,359,1,1,1,8.5,1,Lost Customers,111
Customers,1,403.8,16-12-2010 15:34,539275,10-12-2011 12:50,6,359,1,6,2,403.8,1,Lost Customers,121
Customers,1,10.5,16-12-2010 15:36,C539276,10-12-2011 12:50,2,359,1,2,1,10.5,1,Lost Customers,111
Customers,1,25.5,16-12-2010 15:37,C539277,10-12-2011 12:50,1,359,1,1,1,25.5,1,Lost Customers,111
Customers,1,29.7,16-12-2010 15:39,C539278,10-12-2011 12:50,1,359,1,1,1,29.7,1,Lost Customers,111
Customers,1,76.55,16-12-2010 15:40,539280,10-12-2011 12:50,4,359,1,4,1,76.55,1,Lost Customers,111
Customers,1,17,16-12-2010 15:40,C539279,10-12-2011 12:50,1,359,1,1,1,17,1,Lost Customers,111
Customers,1,476.35,16-12-2010 15:45,539281,10-12-2011 12:50,30,359,1,30,5,476.35,1,Others,151
Customers,1,131.4,16-12-2010 15:45,539282,10-12-2011 12:50,6,359,1,6,2,131.4,1,Lost Customers,121
Customers,1,250.65,16-12-2010 15:47,539283,10-12-2011 12:50,13,359,1,13,3,250.65,1,Others,131
Customers,1,25.2,16-12-2010 15:54,C539284,10-12-2011 12:50,1,359,1,1,1,25.2,1,Lost Customers,111
Customers,1,105.54,16-12-2010 15:59,539285,10-12-2011 12:50,8,359,1,8,2,105.54,1,Lost Customers,121
Customers,1,252.2,16-12-2010 16:05,539286,10-12-2011 12:50,5,359,1,5,2,252.2,1,Lost Customers,121
Customers,1,67.2,16-12-2010 16:24,C539287,10-12-2011 12:50,2,359,1,2,1,67.2,1,Lost Customers,111
Customers,1,5.5,16-12-2010 16:28,539288,10-12-2011 12:50,1,359,1,1,1,5.5,1,Lost Customers,111
Customers,1,133.22,16-12-2010 16:36,539290,10-12-2011 12:50,16,359,1,16,3,133.22,1,Others,131
Customers,1,304.9,16-12-2010 16:42,539292,10-12-2011 12:50,9,359,1,9,2,304.9,1,Lost Customers,121
Customers,1,501.69,16-12-2010 16:42,539293,10-12-2011 12:50,21,359,1,21,4,501.69,2,Others,142
Customers,1,10.55,16-12-2010 16:42,C539291,10-12-2011 12:50,2,359,1,2,1,10.55,1,Lost Customers,111
Customers,1,356.35,16-12-2010 16:45,539294,10-12-2011 12:50,50,359,1,50,5,356.35,1,Others,151
Customers,1,348.8,16-12-2010 16:54,539295,10-12-2011 12:50,10,359,1,10,3,348.8,1,Others,131
Customers,1,75.78,16-12-2010 17:01,539296,10-12-2011 12:50,5,359,1,5,2,75.78,1,Lost Customers,121
Customers,1,147.9,16-12-2010 17:20,539297,10-12-2011 12:50,10,359,1,10,3,147.9,1,Others,131
Customers,1,136.25,16-12-2010 17:29,539298,10-12-2011 12:50,9,359,1,9,2,136.25,1,Lost Customers,121
Customers,1,218.85,16-12-2010 17:30,539299,10-12-2011 12:50,11,359,1,11,3,218.85,1,Others,131
Customers,1,35.4,16-12-2010 17:33,C539301,10-12-2011 12:50,1,359,1,1,1,35.4,1,Lost Customers,111
Customers,1,19.8,16-12-2010 17:33,C539302,10-12-2011 12:50,1,359,1,1,1,19.8,1,Lost Customers,111
Customers,1,436.86,16-12-2010 17:34,539303,10-12-2011 12:50,8,359,1,8,2,436.86,1,Lost Customers,121
Customers,1,302.4,16-12-2010 17:36,539304,10-12-2011 12:50,1,359,1,1,1,302.4,1,Lost Customers,111
Customers,1,320.15,16-12-2010 17:37,539305,10-12-2011 12:50,20,359,1,20,4,320.15,1,Others,141
Customers,1,112.15,16-12-2010 17:38,539306,10-12-2011 12:50,5,359,1,5,2,112.15,1,Lost Customers,121
Customers,1,2054.92,16-12-2010 17:43,539307,10-12-2011 12:50,40,359,1,40,5,2054.92,3,Others,153
Customers,1,250.46,16-12-2010 17:48,539308,10-12-2011 12:50,13,359,1,13,3,250.46,1,Others,131
Customers,1,279.85,16-12-2010 17:49,539309,10-12-2011 12:50,19,359,1,19,3,279.85,1,Others,131
Customers,1,357.94,16-12-2010 17:53,539311,10-12-2011 12:50,15,359,1,15,3,357.94,1,Others,131
Customers,1,556.5,16-12-2010 18:01,539312,10-12-2011 12:50,3,359,1,3,1,556.5,2,Lost Customers,112
Customers,1,312.98,16-12-2010 18:18,539313,10-12-2011 12:50,11,359,1,11,3,312.98,1,Others,131
Customers,1,540.45,16-12-2010 18:20,539314,10-12-2011 12:50,18,359,1,18,3,540.45,2,Others,132
Customers,1,230.7,16-12-2010 18:23,539315,10-12-2011 12:50,11,359,1,11,3,230.7,1,Others,131
Customers,1,97.3,16-12-2010 18:38,539316,10-12-2011 12:50,5,359,1,5,2,97.3,1,Lost Customers,121
Customers,1,312.41,16-12-2010 19:04,539317,10-12-2011 12:50,49,359,1,49,5,312.41,1,Others,151
Customers,1,892.8,16-12-2010 19:09,539318,10-12-2011 12:50,17,359,1,17,3,892.8,2,Others,132
Customers,1,292.5,16-12-2010 19:10,539319,10-12-2011 12:50,4,359,1,4,1,292.5,1,Lost Customers,111
Customers,1,707.06,16-12-2010 19:16,539320,10-12-2011 12:50,18,359,1,18,3,707.06,2,Others,132
Customers,1,220.06,16-12-2010 19:19,539321,10-12-2011 12:50,47,359,1,47,5,220.06,1,Others,151
Customers,1,126.9,16-12-2010 19:22,539322,10-12-2011 12:50,19,359,1,19,3,126.9,1,Others,131
Customers,1,124.51,16-12-2010 19:51,539324,10-12-2011 12:50,50,359,1,50,5,124.51,1,Others,151
Customers,1,357.01,17-12-2010 08:20,539325,10-12-2011 12:50,23,358,1,23,4,357.01,1,Others,141
Customers,1,408.17,17-12-2010 09:22,539326,10-12-2011 12:50,14,358,1,14,3,408.17,1,Others,131
Customers,1,198.3,17-12-2010 09:24,539327,10-12-2011 12:50,5,358,1,5,2,198.3,1,Lost Customers,121
Customers,1,300.04,17-12-2010 09:37,539328,10-12-2011 12:50,8,358,1,8,2,300.04,1,Lost Customers,121
Customers,1,1491,17-12-2010 09:37,C539329,10-12-2011 12:50,2,358,1,2,1,1491,2,Lost Customers,112
Customers,1,277.2,17-12-2010 09:38,539330,10-12-2011 12:50,8,358,1,8,2,277.2,1,Lost Customers,121
Customers,1,216,17-12-2010 09:39,539331,10-12-2011 12:50,1,358,1,1,1,216,1,Lost Customers,111
Customers,1,144,17-12-2010 09:45,539332,10-12-2011 12:50,1,358,1,1,1,144,1,Lost Customers,111
Customers,1,311.19,17-12-2010 09:52,539333,10-12-2011 12:50,20,358,1,20,4,311.19,1,Others,141
Customers,1,25.95,17-12-2010 10:12,539334,10-12-2011 12:50,10,358,1,10,3,25.95,1,Others,131
Customers,1,320.1,17-12-2010 10:32,539335,10-12-2011 12:50,4,358,1,4,1,320.1,1,Lost Customers,111
Customers,1,115.9,17-12-2010 10:34,539336,10-12-2011 12:50,4,358,1,4,1,115.9,1,Lost Customers,111
Customers,1,2646.3,17-12-2010 10:54,539338,10-12-2011 12:50,25,358,1,25,4,2646.3,3,Others,143
Customers,1,168,17-12-2010 11:23,539351,10-12-2011 12:50,10,358,1,10,3,168,1,Others,131
Customers,1,463.5,17-12-2010 11:30,539353,10-12-2011 12:50,22,358,1,22,4,463.5,1,Others,141
Customers,1,347.01,17-12-2010 11:40,539374,10-12-2011 12:50,22,358,1,22,4,347.01,1,Others,141
Customers,1,177.15,17-12-2010 11:43,539379,10-12-2011 12:50,12,358,1,12,3,177.15,1,Others,131
Customers,1,291.34,17-12-2010 11:51,539391,10-12-2011 12:50,11,358,1,11,3,291.34,1,Others,131
Customers,1,1484.25,17-12-2010 11:52,539395,10-12-2011 12:50,27,358,1,27,4,1484.25,2,Others,142
Customers,1,29.7,17-12-2010 11:53,539398,10-12-2011 12:50,1,358,1,1,1,29.7,1,Lost Customers,111
Customers,1,53.4,17-12-2010 12:00,539400,10-12-2011 12:50,3,358,1,3,1,53.4,1,Lost Customers,111
Customers,1,792.99,17-12-2010 12:02,539401,10-12-2011 12:50,7,358,1,7,2,792.99,2,Lost Customers,122
Customers,1,49.9,17-12-2010 12:19,C539402,10-12-2011 12:50,3,358,1,3,1,49.9,1,Lost Customers,111
Customers,1,224.8,17-12-2010 12:21,539403,10-12-2011 12:50,11,358,1,11,3,224.8,1,Others,131
Customers,1,108.92,17-12-2010 12:24,539404,10-12-2011 12:50,27,358,1,27,4,108.92,1,Others,141
Customers,1,919.04,17-12-2010 12:38,539405,10-12-2011 12:50,18,358,1,18,3,919.04,2,Others,132
Customers,1,214.2,17-12-2010 12:43,539406,10-12-2011 12:50,1,358,1,1,1,214.2,1,Lost Customers,111
Customers,1,170.28,17-12-2010 12:56,539407,10-12-2011 12:50,6,358,1,6,2,170.28,1,Lost Customers,121
Customers,1,183.74,17-12-2010 12:56,539408,10-12-2011 12:50,15,358,1,15,3,183.74,1,Others,131
Customers,1,18,17-12-2010 12:58,C539409,10-12-2011 12:50,1,358,1,1,1,18,1,Lost Customers,111
Customers,1,102,17-12-2010 13:17,539410,10-12-2011 12:50,1,358,1,1,1,102,1,Lost Customers,111
Customers,1,258.7,17-12-2010 13:29,539411,10-12-2011 12:50,11,358,1,11,3,258.7,1,Others,131
Customers,1,212.61,17-12-2010 13:45,539414,10-12-2011 12:50,40,358,1,40,5,212.61,1,Others,151
Customers,1,316.58,17-12-2010 13:49,539415,10-12-2011 12:50,9,358,1,9,2,316.58,1,Lost Customers,121
Customers,1,29.43,17-12-2010 13:56,539416,10-12-2011 12:50,3,358,1,3,1,29.43,1,Lost Customers,111
Customers,1,72,17-12-2010 13:57,539417,10-12-2011 12:50,4,358,1,4,1,72,1,Lost Customers,111
Customers,1,135.12,17-12-2010 13:58,539418,10-12-2011 12:50,8,358,1,8,2,135.12,1,Lost Customers,121
Customers,1,415.7,17-12-2010 14:10,539419,10-12-2011 12:50,10,358,1,10,3,415.7,1,Others,131
Customers,1,158.16,17-12-2010 14:15,539420,10-12-2011 12:50,4,358,1,4,1,158.16,1,Lost Customers,111
Customers,1,753.74,17-12-2010 14:21,539421,10-12-2011 12:50,39,358,1,39,5,753.74,2,Others,152
Customers,1,190.55,17-12-2010 14:23,539422,10-12-2011 12:50,11,358,1,11,3,190.55,1,Others,131
Customers,1,148.95,17-12-2010 14:24,539423,10-12-2011 12:50,7,358,1,7,2,148.95,1,Lost Customers,121
Customers,1,180,17-12-2010 14:46,539435,10-12-2011 12:50,5,358,1,5,2,180,1,Lost Customers,121
Customers,1,295,17-12-2010 15:11,C539438,10-12-2011 12:50,1,358,1,1,1,295,1,Lost Customers,111
Customers,1,323.62,17-12-2010 15:14,539439,10-12-2011 12:50,21,358,1,21,4,323.62,1,Others,141
Customers,1,250,17-12-2010 15:15,539440,10-12-2011 12:50,1,358,1,1,1,250,1,Lost Customers,111
Customers,1,311.15,17-12-2010 15:39,539442,10-12-2011 12:50,15,358,1,15,3,311.15,1,Others,131
Customers,1,668.88,17-12-2010 15:52,539443,10-12-2011 12:50,6,358,1,6,2,668.88,2,Lost Customers,122
Customers,1,1241.43,17-12-2010 15:52,539444,10-12-2011 12:50,35,358,1,35,5,1241.43,2,Others,152
Customers,1,323.38,17-12-2010 15:57,539445,10-12-2011 12:50,6,358,1,6,2,323.38,1,Lost Customers,121
Customers,1,858,17-12-2010 15:58,539446,10-12-2011 12:50,30,358,1,30,5,858,2,Others,152
Customers,1,333.82,17-12-2010 16:00,539447,10-12-2011 12:50,19,358,1,19,3,333.82,1,Others,131
Customers,1,30.24,17-12-2010 16:25,C539448,10-12-2011 12:50,2,358,1,2,1,30.24,1,Lost Customers,111
Customers,1,196.75,17-12-2010 16:53,539450,10-12-2011 12:50,29,358,1,29,4,196.75,1,Others,141
Customers,1,741.22,17-12-2010 17:06,539452,10-12-2011 12:50,9,358,1,9,2,741.22,2,Lost Customers,122
Customers,1,196.78,17-12-2010 17:12,539454,10-12-2011 12:50,9,358,1,9,2,196.78,1,Lost Customers,121
Customers,1,121.02,17-12-2010 17:17,539455,10-12-2011 12:50,28,358,1,28,4,121.02,1,Others,141
Customers,1,190.65,17-12-2010 17:23,539456,10-12-2011 12:50,30,358,1,30,5,190.65,1,Others,151
Customers,1,334.84,17-12-2010 17:33,539459,10-12-2011 12:50,15,358,1,15,3,334.84,1,Others,131
Customers,1,33,17-12-2010 18:07,539460,10-12-2011 12:50,1,358,1,1,1,33,1,Lost Customers,111
Customers,1,259.55,19-12-2010 10:21,539461,10-12-2011 12:50,14,356,1,14,3,259.55,1,Others,131
Customers,1,315.56,19-12-2010 11:19,539462,10-12-2011 12:50,15,356,1,15,3,315.56,1,Others,131
Customers,1,191.46,19-12-2010 11:19,539463,10-12-2011 12:50,17,356,1,17,3,191.46,1,Others,131
Customers,1,218.05,19-12-2010 11:35,539464,10-12-2011 12:50,31,356,1,31,5,218.05,1,Others,151
Customers,1,2062.44,19-12-2010 11:38,539465,10-12-2011 12:50,12,356,1,12,3,2062.44,3,Others,133
Customers,1,469.87,19-12-2010 12:46,539466,10-12-2011 12:50,24,356,1,24,4,469.87,1,Others,141
Customers,1,12.65,19-12-2010 12:46,C539467,10-12-2011 12:50,3,356,1,3,1,12.65,1,Lost Customers,111
Customers,1,663.8,19-12-2010 13:31,539468,10-12-2011 12:50,26,356,1,26,4,663.8,2,Others,142
Customers,1,283.52,19-12-2010 13:59,539469,10-12-2011 12:50,34,356,1,34,5,283.52,1,Others,151
Customers,1,279.88,19-12-2010 14:03,539470,10-12-2011 12:50,36,356,1,36,5,279.88,1,Others,151
Customers,1,246.7,19-12-2010 14:16,539471,10-12-2011 12:50,42,356,1,42,5,246.7,1,Others,151
Customers,1,31.62,19-12-2010 14:23,539472,10-12-2011 12:50,17,356,1,17,3,31.62,1,Others,131
Customers,1,411.1,19-12-2010 14:24,539473,10-12-2011 12:50,18,356,1,18,3,411.1,1,Others,131
Customers,1,12.8,19-12-2010 14:27,539474,10-12-2011 12:50,7,356,1,7,2,12.8,1,Lost Customers,121
Customers,1,364.98,19-12-2010 14:41,539475,10-12-2011 12:50,86,356,1,86,5,364.98,1,Others,151
Customers,1,4.95,19-12-2010 14:43,C539476,10-12-2011 12:50,1,356,1,1,1,4.95,1,Lost Customers,111
Customers,1,365.73,19-12-2010 14:58,539477,10-12-2011 12:50,27,356,1,27,4,365.73,1,Others,141
Customers,1,193.64,19-12-2010 15:07,539478,10-12-2011 12:50,17,356,1,17,3,193.64,1,Others,131
Customers,1,99.5,19-12-2010 15:31,539483,10-12-2011 12:50,9,356,1,9,2,99.5,1,Lost Customers,121
Customers,1,947.19,19-12-2010 15:44,539484,10-12-2011 12:50,62,356,1,62,5,947.19,2,Others,152
Customers,1,50.1,20-12-2010 08:27,C539486,10-12-2011 12:50,4,355,1,4,1,50.1,1,Lost Customers,111
Customers,1,215.01,20-12-2010 09:22,539487,10-12-2011 12:50,10,355,1,10,3,215.01,1,Others,131
Customers,1,1001.52,20-12-2010 09:37,539488,10-12-2011 12:50,43,355,1,43,5,1001.52,2,Others,152
Customers,1,311.7,20-12-2010 09:41,539489,10-12-2011 12:50,2,355,1,2,1,311.7,1,Lost Customers,111
Customers,1,306.15,20-12-2010 10:00,539490,10-12-2011 12:50,15,355,1,15,3,306.15,1,Others,131
Customers,1,70.96,20-12-2010 10:09,539491,10-12-2011 12:50,16,355,1,16,3,70.96,1,Others,131
Customers,1,269.5,20-12-2010 10:38,539496,10-12-2011 12:50,16,355,1,16,3,269.5,1,Others,131
Customers,1,286.95,20-12-2010 10:41,539497,10-12-2011 12:50,14,355,1,14,3,286.95,1,Others,131
Customers,1,290.51,20-12-2010 10:48,539498,10-12-2011 12:50,19,355,1,19,3,290.51,1,Others,131
Customers,1,3.75,20-12-2010 11:01,C539499,10-12-2011 12:50,1,355,1,1,1,3.75,1,Lost Customers,111
Customers,1,287.45,20-12-2010 11:08,539501,10-12-2011 12:50,30,355,1,30,5,287.45,1,Others,151
Customers,1,383.52,20-12-2010 11:14,539502,10-12-2011 12:50,40,355,1,40,5,383.52,1,Others,151
Customers,1,286.6,20-12-2010 11:38,539551,10-12-2011 12:50,15,355,1,15,3,286.6,1,Others,131
Customers,1,339.72,20-12-2010 11:41,539561,10-12-2011 12:50,8,355,1,8,2,339.72,1,Lost Customers,121
Customers,1,756.12,20-12-2010 11:45,539564,10-12-2011 12:50,6,355,1,6,2,756.12,2,Lost Customers,122
Customers,1,25.25,20-12-2010 11:56,C539565,10-12-2011 12:50,2,355,1,2,1,25.25,1,Lost Customers,111
Customers,1,1.95,20-12-2010 11:56,C539566,10-12-2011 12:50,1,355,1,1,1,1.95,1,Lost Customers,111
Customers,1,101.76,20-12-2010 11:58,539567,10-12-2011 12:50,1,355,1,1,1,101.76,1,Lost Customers,111
Customers,1,47.7,20-12-2010 11:59,C539568,10-12-2011 12:50,1,355,1,1,1,47.7,1,Lost Customers,111
Customers,1,67.7,20-12-2010 12:01,C539569,10-12-2011 12:50,3,355,1,3,1,67.7,1,Lost Customers,111
Customers,1,327.6,20-12-2010 12:05,539570,10-12-2011 12:50,14,355,1,14,3,327.6,1,Others,131
Customers,1,15.9,20-12-2010 12:06,539571,10-12-2011 12:50,1,355,1,1,1,15.9,1,Lost Customers,111
Customers,1,433.5,20-12-2010 12:14,539572,10-12-2011 12:50,2,355,1,2,1,433.5,1,Lost Customers,111
Customers,1,14.75,20-12-2010 12:19,C539573,10-12-2011 12:50,1,355,1,1,1,14.75,1,Lost Customers,111
Customers,1,12.9,20-12-2010 12:23,C539574,10-12-2011 12:50,2,355,1,2,1,12.9,1,Lost Customers,111
Customers,1,85.2,20-12-2010 12:23,C539575,10-12-2011 12:50,3,355,1,3,1,85.2,1,Lost Customers,111
Customers,1,707.06,20-12-2010 12:25,C539576,10-12-2011 12:50,18,355,1,18,3,707.06,2,Others,132
Customers,1,8.5,20-12-2010 12:41,C539577,10-12-2011 12:50,1,355,1,1,1,8.5,1,Lost Customers,111
Customers,1,1440,20-12-2010 12:45,539578,10-12-2011 12:50,6,355,1,6,2,1440,2,Lost Customers,122
Customers,1,344.11,20-12-2010 12:51,539579,10-12-2011 12:50,43,355,1,43,5,344.11,1,Others,151
